movie,review
school_life,"  ""If only I could send my kids to this school...Outstanding doc."
all_this_panic,"  ""Great snippets of gem and free form but directionless, in a way mirroring the subjects.  ""super hated them then less so listening to it the second time"
silence_2017,"  ""Martin Scorsese""s 26-year long passion project ""Silence  ""This is a visually beautiful film with outstanding acting, but the interest of it rises up and down, increasing the number of flaws throughout the film.  ""Audiences just don""t know what they have, do they?"
maudie,"  ""This movie is really impressive..  ""a deep, heart-breaking, perfect drama"
endless_poetry,"  ""One of the best movies I have ever seen  ""Totally weird but visually appealing. I guess it says something that we watched it to the end."
detroit_2017," 4.5/10 — ""Pretty Bad""  ""Good movie.  Profound story."
obit,"  ""Fascinating and thought provoking.  ""A true gem! A film about life and the art of storytelling!"
black_panther_2018," Very over rated. Has its moments of really good stuff.the ending is rushed  ""For me this is a top 5 mcu movie. Killmonger is one of the best mcu villains.  ""Entertaining superhero film.  Not too much groundbreaking here.  Not understanding the hype surrounding this one."
mission_impossible_fallout,"  ""Full Acton series tom crush always awesome  ""This is a good one. Defitinitely recommend it if you are looking for action"
blackkklansman,"  ""Great film, well casted and brilliant soundtrack.  ""Now this one is a must watch!"
spider_man_into_the_spider_verse,"  ""a great execution a worthwhile watch  ""Beautiful animation, story, and characters!"
a_star_is_born_2018," Beautiful film, Gaga & Bradley are wonderful in this characters.  ""Moved me to tears. Not since Denzel is Glory whipping scene have I cried so much.  ""Funny, original, & romantic!!!!!!!!!!!!!!!!"
a_quiet_place_2018," Although, there are many plot holes I felt this was a suspenseful and enjoyable movie.  ""another movie ruined by the stupid kid cliché.  for god sake, let the stupid kid die and stop sacrifice for the stupid kid. be reasonable and logical.  ""Very good movie .I suggest to see."
eighth_grade," Elsie Fischer man. She is just a gem.  ""almost painfully honest depiction of adolescence   ""This was done well but very tough to watch"
roma_2018,"  ""Unique and satisfying film.  A mostly unremarkable story depicted remarkably.  ""This is an ""art film"
can_you_ever_forgive_me," As for McCarthy, her performance is less of a revelation than a confirmation of her talents.  ""Refreshing, peculiar, witty.  ""Great performances by Mellisa McCartney and Richard E Grant."
the_favourite_2018,"  ""Good film. Great acting and storyline.  ""Flawless and profound, a masterpiece"
paddington_2," This movie was kinda boring  ""SO GOOD!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!  ""Watchable but not as much as hyped."
leave_no_trace," Fascinating and well done.  ""boring and very cheaply made.  ""This is how stories are told."
incredibles_2,"  ""really really cool and good movie  ""not as good as the first but still good  ""Honestly might be better than the first one."
call_me_by_your_name,"  ""not that bad but nothing really happend and the ending was anticlimactic  ""there was no reason for him to do that do the peach"
widows_2018,"  ""A suspenseful slow-paced thriller !!!  ""Meh it was ok. Action packed but very average to me.  ""Your review will help others decide whether to watch.  ""Slow, with unsympathetic characters and a weak ending "
shoplifters,"  ""Beautiful! I got so impacted.  ""Absolutely excellent  ""Beautiful film. Perfect."
wont_you_be_my_neighbor," wow awful - watch if you need to fall asleep.  ""absolute must-see in quarantine world full of hate. What an escape  ""how is this not 100%"
first_man,"  ""As a massive space fan, loved The Right Stuff Stuff, respected Apollo 13 but this was horrid. None of the actors spoke or reacted like pilots or astronauts. Just drivel.  ""A perfect biopic that realises the space race with use of compelling visuals and cinematography."
crazy_rich_asians,"  ""Loved this film, nice light funny film.  ""Great movie littered with intensely powerful/emotional scenes."
i_tonya,"  ""Margot Robbie was phenomenal!!"
the_hate_u_give,"  ""a little preachy but still excellent all the actors were superb  ""Loved it! A tear jerker!"
phantom_thread,"  ""بازی تحسین برانگیز ویکی کریپس و سر دنیل دی لوئیس  ""Slow moving drama about a fashion designer and his relationship with a waitress he must possess. Interesting, and Daniel Day-Lewis is always excellent."
sorry_to_bother_you_2018,"  ""One very artsy way of visualizing micro-racism.  ""very intelligent funny  great acting across the board  ""Really unique idea to promote workers rights, really enjoyed it.  ""Made me rethink my relationship to work. Also was really creepy and made me anxious for ages afterwards"
avengers_infinity_war," I didn’t really like this adaptation to the franchise   ""It""s so good, just watch it.  ""I know it""s not perfect.... But it""s PERFECT for me. Better than ENDGAME"
ant_man_and_the_wasp,"  ""A very fun experience"
isle_of_dogs_2018,"  ""The whole movie was amazing. This is a type of movie that we""ve never seen before. My favorite character in the movie was Chief because I love his personality and his quote “ I Bite ”.   ""No idea why this gets such high reviews. Its too weird for children and too childish for adults. I was completely underwhelmed."
hereditary,"  ""The ending leaves me wondering why I sat through it.  ""A ratos un poco demasiado lenta, trama guay, fotografía guay."
the_post,"  ""It seems to me Steven Speilberg wanted to make a film like Kill the Messenger ( 2014 ) and Spotlight 2015 but miserably failed.  ""bien contada la historia,buenas actuaciones 7/10  ""Good story, solid acting, fairly standard telling with a bit of inevitable patriotic grandstanding and soft-focusing."
the_death_of_stalin,"  ""A lovely romp with good performances.  """"tragicomedy"" at its best.\nTerrifyingly contemporary"
minding_the_gap,"  ""What a devastating movie..... cool skateboard footage too.  ""This movie is great!  ""What an unexpected surprise as this has just become one of my all time favorite docs.  ""Great skateboarding footage, but the story skins the surface too much "
three_identical_strangers," Interesting and sad and frustrating.  ""Интересная история и заключения.  ""Great concept, poor storytelling. Don""t watch."
the_rider,"  ""Il fratellino minore di ""The Wrestler  ""so good, and sometimes so hard to watch. A poignant film.  ""Brilliant movie, take your heart on a rodeo ride through the American interior."
the_old_man_and_the_gun,"  ""DVD, R2.11.3\nガンアクションなど派手な演出は一切なく、しっとりとした雰囲気仕立ての映画。追う者、追われる者、新たな出会いなど登場人物ごとのストーリーがあり、見ていて意外に飽きさせない感じ。  ""Much to say about wasted talent, but for me it was an awful script and an ode to white privilege. "
mcqueen,"  ""MCQUEEN GREATEST OF ALL TIME.  ""What a special person. It hurt to see this.  ""Brilliant and inspiring. Absolutely loved it! What an icon.  ""It""s dark and quite emotional,"
summer_1993,"  ""OMG I""m crying!  ""precious one. Life and reality of children time   ""Powerful film, amazing young leads. It stays with you."
a_fantastic_woman,"  ""absolute brilliant!!"
first_reformed," I loved this movie! I am not a pastor, but have been with and counseled enough pastors that I can relate to the internal struggle. This movie portrays the lonely and constant struggle of discernment.  ""So disappointed. I thought it would be a great existential movie and it become a boring green activist play.  ""Expertly crafted and profoundly impacting through the script, cinematography, and performances by Hawke and Seyfried."
free_solo,"  ""Epic moments, beautiful documentary  ""Fantastic cinematography and climbing but probably best not seen as an instructional guide."
burning_2018,"  ""Really slow. I stopped watching after an hour.  ""melancholic and meaningful movie watching experience "
searching_2018," Que filme diferenciado e incrível  ""Really good movie, thrilling throughout!  ""8/10 low budget but keeps the suspense up and is not utterly cliched"
loveless_2018," The work of a master storyteller -  ""Nothing beats a grim and depressing movie about modern Russia.  ""Hubby and Wife date night brings the Russian film, ""Loveless  ""Powerful and heartbreaking. True to human nature. Don""t look for trite resolutions.   ""the reason of the life and death, love"
cold_war_2018," Well shot and concise.  Very tastefully done.  ""Movie about true love"
deadpool_2,"  ""FANTASTIC!!!\n\nI RECOMMEND TO YOU ...  ""O filme mais engraçado que eu já vi"
shirkers," unfortunately the original film cannot be viewed but the documentary about it saves the heart  ""seriously, this film is so personal I didn""t care for a second. Narcissistic.  ""A compelling story.  A little hard to get into at the beginning, but just give it a minute or several.  A crazy story.  ""Wonderful and mysterious tale of a series of unlikely events and personalities. "
wildlife_2018,"  ""unbiased film about the turmoil of the nuclear family "
border_2018," Great fantasy horror tale, reminded me of ""let the right one in""  ""Wow, this was crazy, I don""t even know what to say. Oh and the acting? Crazy too!"
annihilation,"  ""this movie is one of the best I""ve watched I like curveball plot lines and this executes it so well  ""Amazing design overall, specifically sound design. Beautifully haunting piece of work. Just the right amount of dread <3  ""Pure cerebral cosmic horror brilliance. I cannot recommend this movie enough!"
the_tale,"  ""Muddled storytelling. Laura Dern is the reason to see this.  ""Lame hbo movie. Oof.  ""This is a powerful story and film."
the_guilty_2018,"  ""Interesting but 12 angry men it is not.  ""Thrilling, poignant, great acting...watch it!!!  ""Very cleverly done. Been a while since I watched it, but will watch again soon."
hannah_gadsby_nanette,"  ""Worst ted talk I´ve seen in my life  ""Completely unfunny. Don""t waste your time."
you_were_never_really_here,"  ""5.7/10 — ""Mediocre""/""Passable""\n\n-(Seen on 4/4/21)  ""Well-performed but low-key and sometimes drowned out by its own styling."
tea_with_the_dames," Like wrapping up in a warm blanket. A cosy, joyful hour with the best.  ""Love all these actresses.  This film was boring.  ""What a delightful Sunday watch it was for me. I recommend it wholeheartedly."
blindspotting,"  ""RATING: A  Director: Carlos López Estrada  ""it is just my favorite film. underrated classic  ""Phenomenal film. Powerful and moving 10/10"
love_simon,"  ""Pretty good stuff! In the end it suffered a little with too many endings, but it was good stuff.  ""amazing show with great acting and a very good story, profund themes too.  ""Great movie for the newer generation of LGBTQ+ kids and teens.   ""All the stars! The dad’s process (short scene) is how I’d hope all dads process when their child comes out. "
custody_2018," Court allows a violent divorcee access to his terrified family with predictable results. Very realistic portrayal.  ""DirecciÃ²n y tiempos perfectos, este director tiene futuro."
bumblebee,"  ""Finally a transformers movie with a lot of character and a great amount of character that exceeds the expectations of the Bay movies.  ""Es una gran pelicula llena de emocion y accion  ""The best Transformers character gets the best Transformers movie."
mandy_2018,"  ""Nic Cage uncaged. What more do you need?  ""Its slower than I thought it would be,but an overall enjoyable horror revenge flick.  ""How this is 90% is beyond my understanding. It""s one cliché on top of another.  ""Who could have done this except Cage?  What a performance!"
rbg,"  ""A wonderful look at a queen.  ""I liked that it was a true story."
zama,"  ""Oniric structure and class struggles can""t sabe this from a insufferable slow pacing.  ""A truly beautifully shot and complex critique of colonialism.  ""Stunningly shot, superbly acted."
in_between_2018," Just the right level of creepiness!  ""Don’t miss this one!  ""Terrible, do not see."
the_cakemaker,"  ""Subtle, beautifully sad and depressing story  ""Main character is like rolling pin - wooden.  ""A trio of love two on earth and one on heaven...awesome..."
ralph_breaks_the_internet,"  ""OUt of the box and creative....yet still boring and not funny.  ""GOSH I HATE THIS MOVIE. its so boring and cringy. The only message of this movie is to show how much disney owns.  ""Two words: Painfully average. But hey! At least it was watchable."
science_fair," I enjoyed watching how the kids are trying new things for the world and for the people  ""Big high five for ""Science Fair  ""Fabulous.  It gives hope for our future through science.So involving; rooting for these kids."
foxtrot_2018,"  ""So boring, I""ve watched it in double speed, but it""s still so slow and boring.  ""The grief is perhaps a little too extreme but there is a lyricism and gentleness to the film on its political observation.  ""Turned it off when the man kicked his dog...garbage barbarism"
oh_lucy_2018,"  ""It shows different cultures, ppl""s personalities and life. very deep meanings in this movie.  ""Very well done, sad movie dealing with issues of loneliness at middle-age, in Japan.  ""definitivamente Mala puta madre pero super realista :/"
sweet_country_2018," A must see... Disturbing but extremely powerful.  ""Not awful Not great "
night_comes_on,"  ""Very good acting from actresses I wasn""t familiar with.  ""very emotional, heart touching.just to inspire"
hale_county_this_morning_this_evening,"  ""intricate and stunning  ""Well shot, but lacks direction or context   ""I liked the scenes with the children."
ryuichi_sakamoto_coda,"  ""An incredible film about an incredible man.  ""My blog with hot videos\nhttps://tinyurl.com/mypersonalyblog  ""Brilliant movie but very violet and could not watch again"
rodents_of_unusual_size,"  ""Awesome documentary on these giants.  Loved the characters in the movie and seeing their point of view on how they have been affected by this invasive species.  Highly recommended.  ""Amazing tale of an eco-disaster accompanied by flavorful Cajun characters. A must watch documentary!"
pick_of_the_litter," One of the best documentaries around!  ""Big takeaway don’t name your dog patriot. "
marlina_the_murderer_in_four_acts,"  ""Average, slow. Not very interesting.  ""like it!! ✧⁺⸜(●˙▾˙●)⸝⁺✧  ""it""s terribly beautiful!  ""Nenteng pala orang enak banget kayanya"
tully_2018,"  ""Yeah, that was definitely Rotten.  ""Incredible film, was not expecting how good it was."
leaning_into_the_wind," The first ""volume"
thunder_road_2018,"  ""Wow .......so simple so easy so emotional so Great 🤔  ""Boring AF, a lil` bit of pseudo-drama and cheap ass comedy. MEH!  ""Could only watch about 20 minutes before it became too excruciating. So not funny."
the_ballad_of_buster_scruggs,"  ""Fantastic. These guys do nothing poorly.  ""What an awesome set of stories"
i_am_not_a_witch," Original and I appreciated some of the stinging satire (at least I think that""s what it was) but it also felt a bit one-note.  ""As a Zambian, this movie lucks country originality, the plot doesn""t leave up to the title,is poorly directed, lazily written and has weak dialog.  ""100% critic rating? Really? Liberals loved it and it’s only a average movie. Rotten Tomatoes is becoming well... rotten!  ""Meow, this movie seems decent and knows what it""s meowing- wait, doing.\n4/5 Oscars"
western_2018," Interesting drama about the relationship between Eastern and Western Europeans.  ""Meh.  Slow and plodding, but different enough to be mildly interesting.  ""A great film, subtle but gripping."
hearts_beat_loud," My absolute favourite film of all time, it makes me cry, it makes me very happy, I love it so much  ""This had such a good cast but the script was meh"
blaze_2018,"  ""We need more movies made about the not-so-well-known legends. Beautiful movie.  ""If you love American music: it is a must see.  ""Ethan Hawke continues to shine, but this time in a directorial capacity with ""Blaze  ""Bittersweet and dark but finely crafted. Ben Dickey is a revelation. The movie superb."
to_all_the_boys_ive_loved_before,"  ""So sweet and cute love story with very likeable characters. Not overly dramatic like many romance movies can be.  ""Fun movie with intense (though over stated) drama. Nothing special but gentle and fun. Would recommend for a cozy night.  ""Yeah, i didnt like the main guy the whole time so thats probabley why i didnt like that ending."
revenge_2018," It""s slow and ends a half an hour in. Nothing about this movie is believable and it just keeps going and going.  ""She""s not your average typical girl. Step on her and she""ll show you what she""s capable of.  ""Very bloody, brutal and at times hard to watch BUT very suspenseful and entertaining thriller. Just don""t watch it with your mom.  ""It""s not bad, but not worth what it""s rated."
filmworker,"  ""Good to learn more about the man behind the scenes. Insightful and touching.  ""This film was solid."
beast,"  ""‘Beast"" Confuses with Slow Burn Serial Killer Mystery  ""Rage against the society isn""t necessarily sociopathic, for all. Also, fuck that family.  ""A total masterpiece 👏  ""It""s smart heartbreaking and thought provoking. Stats with u for hours and days"
lean_on_pete,"  ""This movie is really sad.  ""Started off strong, and digressed into a plot of never-ending misery.  ""Great coming of age movie."
on_her_shoulders,"  ""Moving account of the extraordinary work by this campaigner for an important cause  ""This could be the best movie I have seen in years.  ""Tonight I went to the Curzon Bloomsbury to watch ""On Her Shoulders"
the_wolf_house,"  ""Impossible to categorize. Has a confounding element, but must be seen to be believed.  ""A ingenious film about intergenerational trauma and intertexuality of universal myths as a form of liberation.  ""I rated the film 5 stars. Well, I am one of the directors, so maybe I am not that neutral."
1985_2018,"  ""Interesting movie and very subtle in style.  I would have liked to see the movie in color.  ""Simply an amazing film."
dark_money," Eye opening - watch this before we get too much further into the election cycle.  ""Far too complicated for me to understand these days  ""PBS POV 10/2/18 SCARY   ""well done and very meaningful to the wellbeing of our democracy. should be a must watch for everyone."
good_manners," PODRE! PODRE! PODRE! HORRÍVEL!  ""Slow and not worth watching. "
support_the_girls,"  ""Booooooooooooorrrrring"
capernaum,"  ""The acting of the boy. Screenplay was great  and sequences were stunning.  ""Grabs you by your throat from beginning to end. Fantastic movie.!  ""Terrific. The level of realism is astonishing.  ""I loved every part of this emotional movie."
the_endless,"  ""Very entertaining film that""s a unique type of sci-fi film and shows that not a lot of money is needed for a captivating sci fi film.  ""Great movie.  Give it a shot.  Considerably better than the duo\""s high-budget ""Synchronic"".  ""‘The Endless"" Will Fuck Your Mind"
private_life_2018,"  ""Very entertaining and insightful.\nThe 3 leads were terrific, especially Katherine Hahn.  ""Paul was terrific as usual. I could of been about 30 minutes less.  ""This movie should be kept private! Terrible!!!"
american_animals," An absolutely riveting heist film/documentary fusion from start to finish.  ""Will make you laugh out loud and will put a knot in your stomach.  ""This is how true stories should be told."
cam," Great cast. Awesome movie.  ""Amazing Movie Cinematic Masterpiece  ""An entertaining, suspenseful thriller."
mary_poppins_returns," Not nearly as good as the original. Very slow.  ""as good as the original, WONDERFUL!  ""The funniest Disney sequel ever!!"
creed_ii,"  ""A fitting continuation to the creed franchise.  ""Maybe even better than the original, this film is sure not to disappoint on an action level and status."
teen_titans_go_to_the_movies," i thought it was dumb  ""This is so annoying and boring"
colette_2018," Not as remarkable as the woman, but it""s good.  ""Enjoyed the experience."
parasite_2019," Increíblemente interesante...  ""Incredible cinematic experience.  ""[The] toxicity of victim-thought."
avengers_endgame," Awesome great end of a franchise  ""wonderful movie. A master piece  ""The conclusion everyone deserved.  ""it was nice until they let ironman die"
knives_out,"  ""Great movie, liked the plot twists at the end and the overall build up of the climax.  ""A thrilling murder mystery that keeps you on the edge of your seat.  Outstanding performance by Craig  ""Loved this movie, everybody was great. "
us_2019,"  ""Way overrated for being listed in the top horror movies here.  ""Amazing, horrifying and nightmarish-- US is a must see."
toy_story_4,"  ""awesome movie 👍👍👍  ""Animação surpreendente e bastante reflexiva."
the_irishman,"  ""Jeez, too long but good.  ""Bloated and redundant."
little_women_2019,"  ""Another good adapation."
booksmart,"  ""Super annoying and super stupid. I guess it""s just one of those movies which are pointless.  ""It""s just a lame unfunny female version of Superbad  ""As a lesbian like Amy and as someone who acts like Gigi, I felt very seen."
the_farewell_2019," Fun for the whole family!  ""This was described to me as a ""comedy"
a_beautiful_day_in_the_neighborhood,"  ""It was beautiful ;) Tom Hanks is a real legend !!!!  ""Feel-good film and quite enjoyable."
marriage_story_2019," Loved the opening scene!!  ""Best romance film of 2019"
if_beale_street_could_talk,"  ""6.3/10 — ""Okay""/""Watchable""  ""Moving. Well performed and directed.  ""It""s no moonlight but pretty good"
once_upon_a_time_in_hollywood,"  ""The best QT film ever. Some won""t get it. I don""t want to know those people.  ‘How to Stuff a Wild Bikini   ""It was the best film of 2019 by far!"
spider_man_far_from_home," Best marvel superhero bar none, best spiderman bar none.  ""I just can""t get into this supporting cast  ""c carta de odio al personaje"
pain_and_glory,"  ""A beautiful story told in a way only spanish cinema can do it.  ""Your review will help others decide whether to watch."
shazam,"  ""Fantastic waiting for part 2  ""Entertainingly good to watch"
ford_v_ferrari,"  ""very much entertaining  ""Best movie I""ve watched in years  ""So so good! Loved learning about the history.  ""Amazing movie that everyone can enjoy."
dolemite_is_my_name,"  ""Fantastic all around"
the_lighthouse_2019,"  ""Incredible performances and ambiguity.  ""The meaninglessness of my strange dreams reflected with an antique camera"
apollo_11_2019," It""s excellent as a documentary as well as an immersive cinematic experience.\n\nFULL REVIEW: https://letterboxd.com/blujayfilms/film/apollo-11-2019/  ""It""s good but a bit stretched out in places. I liked In the Shadow of The Moon better."
rocketman_2019," On a par with Bohemian Rhapsody, hard to separate them.  ""Very good movie, hoped to see more of the story. But would recommend.  ""Enjoyable, but nowhere near as good as I""d hoped it would be"
uncut_gems,"  ""The best Adam Sandler movie I have seen so far!  ""Easily Adam Sandlers best film since Punch-Drunk Love."
amazing_grace_2018,"  ""It was a great musical experience.  ""Absolutely beautiful and moved me to tears."
they_shall_not_grow_old,"  ""This was boring. If you are a huge ww1 fan then watch it but otherwise give it a pass.  ""Every president should see it!"
ash_is_purest_white,"  ""The movie is totally disjointed and utterly disappointing, although it""s interesting to see the Chinese culture.  ""A mesmerising film that could have been even better if it didn""t have some fillers.  ""An exceptional film, genre-defying. Zhao""s acting is pure art."
honeyland,"  ""very fascinating and frustrating and unique  ""great.eveybody should watch honeyland.  ""Annoying incompetent neighbors are a universal language."
john_wick_chapter_3_parabellum,"  ""pretty excited for part4. is the Matrix coming out soon?  ""INCREDIBLE!!!\n\nI RECOMMEND TO YOU..."
honey_boy,"  ""This is a really great film.  ""touching. tragic. truth told through therapy theatre.  ""Where""s the actual truth in this movie about the paedophilia ring in Hollywood?"
fighting_with_my_family, The acting was terrible. I could not stand the family.
one_cut_of_the_dead,"  ""Genius twist. This must have been a nightmare to produce  ""An amazing and creative piece of filmmaking.  ""Do not believe this review. I want a gd refund  ""Terrible. Pants . Rubbish. Budget. Couldnt finish it."
the_peanut_butter_falcon,"  ""Refreshing and heartwarming, without the unrealistic aftertaste"
knock_down_the_house," Fantastic documentary! Watched it multiple times.  ""Yikes, that was bad but what do you expect considering the abysmal protagonist lmao AOC is as brainy as an empty bucket.  ""This documentary is empowering. Gen Z will change the world, and we need more of these types of documentaries.  ""Inspiring politician with absolutely clear motives to change life for the better! "
captain_marvel,"  ""It""s perfect. Brie Larson did amazing in it. You have to watch it.  ""Boring and predictable, Irrelevant for MCU"
birds_of_passage_2019," Character development was inadequate, but the interesting story and strong visuals makes up for it.  ""Sophocles in Colombia, a classical tragedy in a modern setting, a sad story beautifully filmed.  ""Absolutely gripping and endlessly fascinating, despite the placid appearance and static framing. A completely different perspective on a drug gang."
for_sama,"  ""What a horrible thing wars are. Why would someone have kids in such times?  ""A haunting, disturbing, powerful and heartbreaking documentary drama about the Civil War in Siria, that expertly portrays the struggles of the civilians to deal with a war-torn environment."
maiden,"  """"Maiden"
atlantics," There""s nothing entertaining or movie worthy about the illegal invasion of Europe.  ""Very slow and boring. A complete waste of my time.  ""Addresses a lot in a quiet, thoughtful, understated way."
hustlers_2019,"  ""‘Hustlers"
one_child_nation,"  ""Poorly constructed propaganda.  ""Propaganda. All of it!"
3_faces,"  ""Slow journey through the tradition and customs of the Iranian countryside, with various commentary on differences and history.  ""Jafar Panahi co-wrote, directed and stars as himself in ""3 Faces  ""Never been to a movie where I felt asleep. It was so boring and so stereotype."
how_to_train_your_dragon_the_hidden_world,"  ""great show to watch with the family. loved it!  ""It""s good, I""d recommend it  ""i LOVED ALL OF THEM!!!!!!!!!"
woman_at_war," ""Woman at War"" is a nice movie with some excitement and humour thrown in. SOme beautiful shots of Iceland as well.  ""Inspiring, clever, whimsical, quirky. A must watch."
chained_for_life_2018," Adam Pearson is charming in ""Chained for Life  ""Smart, smart and smart.  Big hearted. Funny."
first_love_2019,"  ""There are plenty of layers to ""First Love  ""I guess I do have a favorite director"
white_riot, One of the greatest movies I have ever seen.
the_chambermaid,"  ""Film mexicano que se agradece.  ""Quietly observational of a world that is unseen.   ""What a pile of crap..."
tigers_are_not_afraid,"  ""Phenomenal. Execution is spot on."
transit_2018," Worst movie I have ever watched..anyone who gave it any stars is not worth listening to. Horrible.  ""la pelicula tiene buen ritmo,pero la historia no me termino de convencer 6/10  ""Pretentious and boring nonsense. Gorgeously shot, but ultimately self-important, portentous and pretentious nonsense. Annoyed to have wasted my time."
stan_and_ollie,"  ""Fabulous movie. I loved it all the way through and what superb acting by Coogan and Reilly.  Top film  ""Powerful acting on a soft script. That combo works well here. Nailed it!  ""Funny, poignant, a glimpse at the artistic love and connection of two iconic performers."
midnight_traveler,"  ""This hubby and wife date night movie was ""Midnight Traveler  ""Conveyed the desperate struggle to obtain safe haven from terrorism."
ready_or_not_2019,"  ""Hilarious and nerve-wracking.  :)"
mickey_and_the_bear," I have no idea really what this was even about but the lead actress is adorable.  ""A youthfull watch, but with no intention of what""s going on with a disturbing taboo life.  ""Fantastic acting, writing, and filming makes this group of newcomers top notch.  ""Great acting by James Dale badge and Camila Marone"
deadwood_the_movie,"  ""A bit too sappy, a bit too predicted but criminally too little Mr. Wu!  ""Easily one of the best HBO films and westerns ever "
varda_by_agnes,"  ""Nos  muestra la filmografia de Agnes Varda."
hail_satan,"  ""much needed new perspective   ""Que documentário!\nQue documentário ❤️❤️❤️❤️"
scream_queen_my_nightmare_on_elm_street,"  ""What a great lil doc.  ""Interesting and moving!  ""absolutely fantastic documentary! check it out! "
the_heiresses,"  ""sorry, i was NOT entertained.  ""Densa y a veces dificil de ver."
toni_morrison_the_pieces_i_am,"  ""Wonderful documentary!  ""A final love note to a beloved.  ""My heart feels so full"
the_last_black_man_in_san_francisco,"  ""This was one of the greatest movies of all time.  ""great movie, inspiring, original, moving...  ""very good movie! original, current, moving..."
midsommar," Way to weird and disturbing of a movie. Not even scary just weird and kind of dumb.  ""This movie felt like it was 7 hours long! No thanks!"
the_mustang," This was a poignant and good film, perhaps a good way to rehabilitate criminals.  ""This was a really really good movie.  ""Good movie clever enough  ""Powerful movie. Highly recommend."
wild_rose_2019,"  ""Thoroughly enjoyed it"
blinded_by_the_light," Wonderful, heart warming, sad funny happy... all the feels... and a great soundtrack... The Boss will also be the boss!  ""Great feel good film mapping out the life of a likable Pakistani lad growing up in Luton. Well worth watching.  ""I was never a big Bruce fan, but this movie was awesome, such a happy movie mixed in with soulful times.  ""If your not Pakistani or British or a Springsteen you""ll have a hard time getting into this movie."
bad_education_2019,"  ""Hugh Jackman in Bad Education.  ""Terrible, another H movie."
ad_astra," Zzzzzzzzzzzzzzzzzzzzzzz  ""Beautiful, nostalgic and freudian."
63_up,"  ""Wonderful follow-up in the series. I started watching with 21-Up and have been rooting for everyone in the study ever since. Very well done.  ""I have seen all of the films in this series, and hope the series will continue!  ""Because of the 7-year rule, it jumps all over the place, at the 7-year intervals, following different individuals, pretty much randomly. So, it""s really not smooth.  It""s an OK film."
homecoming_a_film_by_beyonce,"  ""omg this is so beautiful Amira  ""omg.; isso é genial, fantástico!"
too_late_to_die_young," Pretty good... much, much, MUCH better than the trailer suggested!  ""Atmospherics yes, it might be. But a little bit of story and/or rhythm would have helped too."
gloria_bell,"  ""Unvarnished realism and brave performances by all  ""A curiously enchanting study of hopelessly-parochial breadth.  ""Otra gran actuaciòn de Julianne Moore."
by_the_grace_of_god_2019,"  ""INTERMINABLE................................................................"
midnight_family,"  ""I do not know whether to say that the best of all is that it is real or that is the saddest thing. The documentary, beautiful.  ""It""s a really good movie shows just how good we have it in the Ol USA"
bunuel_in_the_labyrinth_of_the_turtles,"  ""The animation style is quite ""retro"" but maybe it fits the kind of story that is told here."
fiddler_a_miracle_of_miracles,"  ""What an amazing film! I was mesmerized from start to end!  ""Yes this movie is 100% good!  ""Slim material, mildly interesting\n  ""Very well done movie. Great background information."
american_factory," American Factory is a fantastic documentary.  ""Didn’t learn anything from this movie.   ""Important. Troubling. Some hope."
dirty_god,
making_waves_the_art_of_cinematic_sound,"  ""Eye opening film. Thrilling to take a sneak peak behind the scenes on the evolution of sound.   ""Everyone who loves movies should watch this!"
im_no_longer_here,"  ""Amateur actor galore, but how good are they!  ""They are more than a meme. ¡Viva México, cabrones!"
working_woman,"  ""Audience left asking, ""What should she have done?"""
the_cave_2019,"  ""Your review will help others decide whether to watch.  ""4.5 out of 5 stars\n\n⭐⭐⭐⭐1/2  ""Troublesome religion is a heavy thing i don""t  know how they do it ."
the_kingmaker,"  ""What happens when Trumpism spreads worldwide.  ""Thought provoking.  Political corruption at its finest,"
harpoon_2019,"  ""Bleak ‘Harpoon"" Gets *Really* Nasty  ""A love triangle lost at sea."
love_antosha,"  ""So much more to this young man than we every knew.  ""Love, Antosha was a heartbreaking, beautiful story of a remarkable human being and almost more effecting: the relationship he had with his mother. It was perfect.  ""Incredibly inspiring! One of the most emotionally empowering movies I have ever watched!"
i_lost_my_body,"  ""passionate and poetic"
little_woods,"  ""Slow burn and not many exciting parts. Acting was ok. Wouldn""t watch again.  ""Low stakes high drama"
jojo_rabbit,"  ""Tackled sensitive history while being funny.\n\n\n\n\n\n\n\n\nImpressive  ""Taking a comedy sense on this topic and still making a good movie.  ""You should give it another try."
dark_waters_2019,"  ""One of the great movies combining urgent societal topics with a compelling narrative and storytelling. This is what the movies are made for!  ""Wonderful movie! I enjoyed it very much.  ""Reasonable, entertaining whilst at the same time pretty shocking."
